CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
AEROSPC,1,1,"STONE, B E        ",6,2,3,1,0,1,0,0,0,0,0,0,0
AFRICAM, 004A,1,"NWOKEJI, G        ",0,9,9,22,26,9,6,1,4,1,2,1,1
AFRICAM, 005B,1,"ALLEN, R          ",9,20,15,14,7,12,3,2,6,0,0,0,2
AFRICAM, 027AC,1,"HINTZEN, P C      ",2,18,26,20,17,7,8,4,3,0,1,2,2
AFRICAM, 039B,1,"PATTON, J E       ",1,8,3,4,2,0,0,0,1,0,0,0,0
AFRICAM, 039B,2,"STANLEY, C        ",1,1,5,2,6,2,0,0,0,0,0,0,0
AFRICAM,100,1,"RAIFORD, L        ",1,6,3,4,1,4,2,0,1,0,0,1,1
AFRICAM, 112A,1,"HINTZEN, P C      ",0,7,11,8,10,5,1,1,0,0,0,0,3
AFRICAM,116,1,"TAYLOR, U Y       ",0,5,2,7,6,0,5,2,4,2,1,4,2
AFRICAM,138,1,"HENRY, C P        ",0,5,7,2,13,6,4,2,0,1,0,0,1
AFRICAM, 142AC,1,"COHEN, M M        ",0,19,14,13,19,1,2,3,1,0,0,0,1
AFRICAM,155,1,"NANDA, A          ",2,7,8,7,4,0,1,1,0,0,0,0,0
AFRICAM,159,1,"SCOTT, D          ",0,6,11,5,2,4,4,1,0,1,0,0,3
AFRICAM,159,2,"DE LEON, A        ",0,3,4,4,4,0,0,1,0,0,0,0,0
AFRICAM,C011A,1,"MCHOMBO, S A      ",1,8,2,1,0,1,0,0,0,0,0,0,0
AFRICAM,C011A,2,"MCHOMBO, S A      ",1,5,3,1,0,0,1,0,0,0,0,0,0
AFRICAM,C134,1,"LAGUERRE, M S     ",0,6,2,0,1,2,0,0,1,0,0,0,0
AFRICAM,R001A,1,"TAYLOR, U Y       ",0,8,7,13,2,1,0,1,0,0,1,0,0
AFRICAM,R001B,1,"NANDA, A          ",2,5,7,8,7,2,1,1,1,0,0,0,1
AMERSTD,10,1,"MORAN, K S        ",0,25,19,17,23,6,2,5,0,0,0,0,1
AMERSTD,101,1,"PALMER, C         ",0,3,8,7,12,7,5,0,3,0,3,0,3
AMERSTD,102,1,"BIESTMAN, K W     ",0,3,5,0,9,4,1,6,1,2,0,2,1
AMERSTD, 139AC,1,"BRILLIANT, M      ",1,3,4,6,18,9,7,6,5,1,2,1,4
AMERSTD,C111E,1,"OTTER, S          ",0,2,6,6,6,5,2,1,0,0,0,0,0
AMERSTD,C112A,1,"GROTH, P E        ",0,5,7,3,5,5,4,3,5,0,1,0,2
AMERSTD,C132B,1,"HOLLINGER, D A    ",0,2,1,3,2,2,0,0,2,0,1,0,2
AMERSTD,C134,1,"LAGUERRE, M S     ",0,10,3,0,0,2,2,0,0,0,0,0,0
AMERSTD,H110,1,"MCQUADE, D A      ",0,8,3,0,0,0,0,0,0,0,0,0,0
ANTHRO, 002AC,1,"LIGHTFOOT, K G    ",10,108,73,36,26,10,14,8,3,2,2,1,5
ANTHRO, 003AC,1,"HUBBARD, L        ",1,71,150,62,59,41,18,9,6,2,0,1,8
ANTHRO,112,3,"DEACON, T W       ",0,10,10,10,7,6,3,4,1,0,0,0,2
ANTHRO,115,1,"COHEN, L          ",5,33,22,11,4,2,0,0,0,0,0,0,1
ANTHRO, 121AC,1,"WILKIE, L A       ",4,51,16,18,38,7,6,6,5,1,0,0,1
ANTHRO, 127A,1,"AGARWAL, S C      ",4,5,4,1,2,0,0,1,0,0,0,0,0
ANTHRO, 132A,1,"RODDICK, A P      ",4,2,3,1,2,0,1,1,0,0,0,0,0
ANTHRO, 136H,1,"CONKEY, M W       ",9,3,3,3,1,2,0,0,0,0,0,0,1
ANTHRO,137,1,"NADER, L          ",7,42,67,43,22,18,13,5,3,2,4,1,4
ANTHRO,141,1,"LIU, X            ",5,11,4,5,1,3,2,0,0,0,0,0,0
ANTHRO, 160AC,1,"BRIGGS, C L       ",13,66,43,26,31,13,5,1,1,0,0,0,6
ANTHRO, 169B,1,"FERME, M C        ",0,5,3,4,1,2,0,0,0,0,0,0,0
ANTHRO, 172AC,1,"SCHWITTAY, A F    ",8,13,6,6,0,0,0,1,0,0,0,1,0
ANTHRO,179,1,"HANKS, W F        ",0,17,27,14,3,0,0,0,0,0,0,0,0
ANTHRO,189,1,"BRANDES, S H      ",2,22,18,8,9,5,1,2,0,0,0,0,5
ANTHRO,189,2,"HOLSTON, J        ",0,16,10,3,1,2,0,0,0,0,0,0,0
ANTHRO,C125A,1,"HABU, J           ",1,5,4,7,7,1,3,0,0,0,0,0,1
ANTHRO,C147B,1,"ALFONSO, D R      ",2,12,18,4,4,0,0,0,1,0,0,0,0
ARABIC, 001A,2,"SCHWARTZ, K L     ",1,3,6,4,0,0,1,0,0,0,0,0,0
ARABIC, 001A,3,"EL GENDY, K O     ",1,4,2,1,4,0,1,0,1,0,0,0,0
ARABIC, 001A,4,"ABUSAAD, R        ",1,3,4,2,1,0,0,0,0,0,0,0,0
ARABIC, 001A,5,"BAZIAN, H A       ",8,5,3,1,0,0,0,0,0,0,0,0,0
ARABIC, 001A,6,"EL-SHERIF, M      ",1,2,1,5,4,0,1,0,0,0,0,0,0
ARABIC, 001A,7,"NEALE, H          ",3,3,4,3,0,0,0,0,0,0,0,0,0
ARABIC, 020A,1,"BAZIAN, H A       ",4,6,3,0,0,0,0,0,0,0,0,0,0
ARABIC, 020A,3,"S'HIRI, S         ",2,9,2,3,1,0,0,0,0,0,0,0,0
ARABIC, 100A,1,"SIDDIQ, M         ",4,2,2,1,2,0,0,0,0,0,0,0,0
ARABIC, 105B,1,"LARKIN, M         ",1,4,3,1,2,0,0,0,0,0,0,0,0
ARABIC,107,1,"HAYES, J L        ",0,7,3,0,0,0,0,1,0,0,0,0,0
ARCH, 100A,1,"DAVIDS, R C       ",4,12,12,10,11,8,5,0,0,1,0,0,0
ARCH, 100B,1,"PLYMALE, K D      ",0,15,17,8,13,4,4,2,1,0,1,0,3
ARCH, 110AC,1,"CRANZ, G L        ",7,32,32,12,28,10,0,10,2,2,4,0,6
ARCH,120,1,"DAVIS, S          ",0,11,20,36,25,20,11,6,0,0,1,0,2
ARCH, 149A,1,"SALTER, C         ",1,6,5,4,3,1,0,1,2,0,0,0,0
ARCH,150,1,"MONK, D A         ",5,28,15,21,23,12,11,11,3,0,4,0,3
ARCH, 170A,1,"SHANKEN, A        ",0,23,26,39,64,27,13,14,5,0,1,1,10
ART,8,1,"MCNAMARA, J S     ",36,49,18,0,0,0,0,0,0,0,0,0,2
ART,12,2,"CARNWATH, S       ",2,7,8,1,4,0,0,0,0,0,0,0,0
ART,12,3,"RODRIGUEZ, L E    ",5,6,5,3,1,0,0,0,0,0,0,0,0
ART,13,1,"NAGASAWA, C K     ",0,11,0,0,0,0,0,1,0,0,0,0,0
ART,13,2,"MCNAMARA, J S     ",0,22,4,1,0,0,0,0,0,0,0,0,0
ART,14,1,"HUSSONG, R M      ",2,3,9,0,1,0,0,0,0,0,0,0,0
ART,14,3,"VAN DEN DOOL, M   ",0,2,1,8,0,3,0,0,0,0,0,0,0
ART,16,2,"HUSSONG, R M      ",1,8,6,1,0,0,0,0,0,0,0,0,0
ART, 023AC,1,"MCKAY, J D        ",12,13,7,5,4,2,2,1,1,2,1,0,1
ART,102,1,"NAGASAWA, C K     ",0,23,1,0,0,0,0,0,0,0,0,0,0
ART,102,2,"EBTEKAR, A M      ",3,14,2,0,1,0,0,0,0,0,0,0,0
ART,102,103,"SHERWOOD, K D     ",0,6,6,4,1,0,2,1,0,0,0,0,0
ART,117,1,"DEJESUS, V        ",7,10,3,0,0,0,0,0,0,0,0,0,0
ART,118,1,"SHAW, R B         ",0,14,0,13,1,1,1,1,0,0,0,0,0
ART,118,2,"GAMEZ, A          ",2,11,4,4,1,0,1,0,0,0,0,0,0
ART,120,1,"HUSSONG, R M      ",3,5,8,1,0,0,0,0,0,0,0,0,0
ART,132,1,"REINERTSON, L A   ",1,4,4,4,0,2,0,1,0,0,0,0,0
ART,133,1,"REIMAN, B L       ",5,11,1,0,2,0,0,0,0,0,0,0,0
ART,137,1,"SHAW, R B         ",0,13,0,0,2,0,0,0,0,0,0,0,0
ART,141,1,"RADLEY, K P       ",9,6,1,1,1,0,0,0,0,0,0,0,0
ART,160,1,"SHERWOOD, K D     ",1,4,1,2,1,1,1,0,0,0,0,0,0
ART,160,3,"WOFFORD, J K      ",1,3,5,6,2,0,1,0,0,0,0,0,0
ART,171,1,"WALSH, A G        ",0,4,2,2,2,1,0,1,0,0,0,0,0
ART,173,1,"KUBICK, C S       ",0,6,6,2,2,1,0,0,0,0,0,0,0
ASAMST, 020A,1,"OMI, M            ",12,32,27,10,15,7,4,3,4,2,2,1,4
ASAMST,121,1,"DONG, H C         ",1,25,6,3,1,0,0,0,0,0,0,0,0
ASAMST,122,1,"TAKAHASHI, J H    ",0,6,2,5,0,0,0,0,0,0,0,0,0
ASAMST,126,1,"UM, K             ",0,8,11,12,4,4,0,0,0,0,0,0,0
ASAMST, 128AC,1,"BAZIAN, H A       ",10,33,36,22,0,0,0,0,0,0,0,0,0
ASAMST,141,1,"FLEMING, T M      ",3,7,12,7,1,1,1,0,1,0,0,0,0
ASAMST,171,1,"KIM, E H          ",1,15,19,22,6,2,1,0,0,2,0,0,1
ASAMST,172,1,"KIM, E H          ",2,18,11,5,1,1,0,0,0,0,0,0,0
ASAMST,177,1,"CHOY, G P         ",1,13,8,4,3,0,0,1,0,0,0,0,1
ASAMST,190,2,"BARRIOS-LEBLANC, M",0,3,8,2,0,0,0,0,0,0,0,0,0
ASAMST,R002A,1,"LEONG, A P        ",0,3,9,15,3,0,0,0,0,0,0,0,0
ASAMST,R002A,2,"LEBO-PLANAS, A C  ",4,20,4,1,0,1,0,0,0,0,0,0,0
ASAMST,R002B,1,"LEONG, A P        ",0,7,6,14,2,0,0,0,0,0,0,0,0
ASAMST,R002B,2,"LEE, L M          ",2,21,4,2,1,0,1,1,1,0,0,0,1
ASIANST,10,1,"YAMANAKA, K       ",2,21,32,27,29,8,1,2,1,0,1,0,0
ASIANST,150,2,"JANELLI, R        ",3,3,4,2,2,1,0,1,1,0,0,0,0
ASIANST,150,3,"PO, L             ",2,10,17,16,5,0,1,0,0,0,0,0,1
ASTRON,3,1,"MA, C             ",2,8,3,2,2,1,1,0,0,0,0,0,1
ASTRON, 007A,1,"MARCY, G          ",1,11,3,4,14,2,2,2,4,0,0,0,0
ASTRON,10,1,"STAHLER, S W      ",4,12,7,12,16,1,2,5,3,0,1,0,1
ASTRON,122,1,"GRAHAM, J R       ",3,1,0,3,3,0,1,2,1,0,0,0,0
ASTRON,160,1,"QUATAERT, E       ",2,3,3,3,6,4,0,2,0,0,4,0,0
ASTRON,C010,1,"FILIPPENKO, A V   ",43,113,42,44,67,28,8,16,5,0,1,2,0
ASTRON,C162,1,"DE PATER, I       ",0,4,2,5,0,3,2,0,0,0,0,0,0
BIO ENG,10,1,"CONBOY, I M       ",7,37,24,16,13,3,0,1,0,0,0,0,2
BIO ENG,22,1,"DUECK, M E        ",2,8,0,1,1,0,0,2,0,0,0,0,0
BIO ENG, 022L,102,"DUECK, M E        ",0,9,3,2,0,0,0,0,0,1,0,0,0
BIO ENG,100,1,"HEAD-GORDON, T    ",10,22,0,13,12,1,0,3,0,1,1,0,0
BIO ENG,102,1,"LI, S             ",5,34,37,23,8,3,1,1,1,0,0,0,0
BIO ENG,115,1,"JOHNSON, T D      ",0,9,15,5,5,1,0,0,0,0,0,0,0
BIO ENG,121,1,"LEE, L P          ",0,8,8,6,7,9,2,1,0,0,0,0,0
BIO ENG,131,1,"HOLMES, I H       ",1,3,12,3,7,0,0,0,0,0,0,0,3
BIO ENG,144,1,"SJOLANDER, K V    ",1,1,2,3,2,2,0,1,1,0,1,0,0
BIO ENG,150,1,"LEE, S            ",8,17,16,9,7,0,0,0,0,0,0,0,0
BIO ENG,196,21,"HERR, A E         ",0,18,0,0,1,0,0,0,0,0,0,0,0
BIO ENG,C118,1,"HEALY, K E        ",4,13,3,16,9,1,0,1,0,0,1,0,0
BIO ENG,C119,1,"KEAVENY, T M      ",0,1,5,2,0,3,0,1,0,0,0,0,0
BIO ENG,C145L,1,"DERENZO, S E      ",0,1,1,2,2,1,2,0,0,0,1,0,1
BIO-CDB, 001A,1,"FIRESTONE, G L    ",8,67,51,51,96,43,86,101,68,13,11,5,27
BIO-CDB, 001AL,1,"MEIGHAN, M R      ",3,114,71,74,75,34,44,79,49,10,13,6,16
BIO-IB, 001B,1,"POWER, M E        ",5,129,130,98,136,78,49,41,16,6,13,8,10
BUDDSTD,C115,1,"WILLIAMS, D       ",3,4,3,0,3,1,0,0,0,0,0,0,0
CELTIC,70,1,"MELIA, D F        ",0,10,14,5,7,3,3,4,2,0,1,0,2
CELTIC,C168,1,"REJHON, A C       ",0,10,3,4,2,0,0,0,0,0,0,0,0
CELTIC,R001A,1,"KLAR, K A         ",2,6,4,2,1,0,0,0,0,0,0,0,3
CELTIC,R001B,2,"STARR-REID, K A   ",2,3,1,8,1,1,2,0,0,0,0,0,0
CHEM, 001A,1,"STACY, A M        ",26,72,63,43,198,37,20,35,1,0,2,0,3
CHEM, 001A,2,"MAJDA, M M        ",29,56,68,39,183,39,11,40,2,0,10,0,6
CHEM, 001A,3,"BOERING, K A      ",9,24,32,21,87,24,4,21,2,0,4,0,4
CHEM, 003A,1,"PEDERSEN, S F     ",9,69,17,92,80,29,97,53,57,0,24,0,39
CHEM, 003AL,1,"PEDERSEN, S F     ",0,232,183,51,19,8,0,0,2,0,1,0,8
CHEM, 003B,1,"VOLLHARDT, K P    ",1,40,15,20,21,22,22,23,21,7,8,4,15
CHEM, 003B,2,"VOLLHARDT, K P    ",5,62,36,32,35,31,31,26,33,9,9,10,21
CHEM, 003BL,1,"VIERNES, N L      ",16,213,68,18,19,10,6,3,4,0,1,0,3
CHEM, 003BL,2,"VIERNES, N L      ",5,178,44,23,7,8,6,2,1,0,0,0,1
CHEM, 004A,1,"PINES, A          ",4,22,17,29,42,18,14,18,25,1,4,2,1
CHEM,15,1,"MORETTO, L G      ",2,11,1,3,8,0,2,12,1,0,5,0,1
CHEM,103,1,"CHANG, C          ",4,31,16,5,15,4,8,3,3,0,0,0,3
CHEM, 104A,1,"YANG, P           ",1,6,8,7,11,8,5,2,5,1,1,0,1
CHEM,105,1,"WILLIAMS, E       ",2,8,4,3,6,4,2,2,2,0,2,0,0
CHEM,108,1,"ARNOLD, J         ",1,4,5,0,0,0,0,0,1,0,0,0,0
CHEM, 112A,1,"ELLMAN, J A       ",6,50,4,8,42,6,10,39,8,0,15,0,3
CHEM,115,1,"VIERNES, N L      ",1,5,1,2,2,0,1,0,0,0,0,0,0
CHEM, 120A,1,"LESTER, W A       ",2,5,4,6,15,4,15,29,5,0,7,0,3
CHEM, 120B,1,"GROVES, J         ",1,7,15,3,10,4,0,6,2,0,0,0,1
CHEM,125,1,"YANG, H           ",1,8,7,2,5,3,3,3,3,0,1,1,2
CHEM,135,1,"FRANCIS, M B      ",1,37,10,17,14,7,18,11,9,0,4,0,1
CHEM,143,1,"CERNY, J          ",0,3,3,4,1,1,3,2,1,0,0,0,0
CHEM,C130,1,"KRANTZ, B A       ",1,4,3,4,4,3,2,2,0,0,1,0,0
CHICANO,50,1,"SARAGOZA, A M     ",2,15,21,21,24,6,4,0,0,0,0,0,2
CHICANO,110,1,"MALDONADO TORRES, ",2,4,4,1,6,3,0,1,1,0,0,0,0
CHICANO,130,1,"RODRIGUEZ, C H    ",0,8,7,4,6,4,1,0,0,0,0,1,1
CHICANO, 135A,1,"TELLES, R         ",3,19,22,8,7,0,1,0,0,0,0,0,0
CHICANO,141,1,"CONNER, R P       ",0,19,0,0,1,0,0,0,0,0,0,0,1
CHICANO, 150B,1,"MONTEJANO, D      ",0,4,5,6,3,1,0,1,1,0,0,0,0
CHICANO,161,1,"TULLY, S R        ",0,4,2,2,2,2,0,0,1,0,0,0,3
CHICANO,172,1,"GUERRERO, B       ",0,5,11,6,2,7,0,0,0,0,0,0,0
CHICANO,180,1,"RODRIGUEZ, C H    ",2,1,2,4,1,0,0,0,0,0,0,0,1
CHINESE, 001A,1,"YANG, Y           ",0,4,3,2,2,1,0,0,0,0,0,0,0
CHINESE, 001A,2,"YANG, Y           ",0,8,5,3,0,0,0,0,0,0,0,0,0
CHINESE, 001A,3,"YANG, Y           ",0,9,6,2,0,0,0,0,0,0,0,1,0
CHINESE, 001A,5,"YANG, Y           ",1,4,9,2,1,0,0,1,0,0,0,0,0
CHINESE, 001A,6,"YANG, Y           ",0,6,10,0,1,0,0,0,0,0,0,0,0
CHINESE, 001A,7,"YANG, Y           ",0,5,6,1,1,1,0,0,0,0,0,0,0
CHINESE, 001AX,1,"LIU, L            ",0,7,4,0,0,2,0,0,0,0,0,0,0
CHINESE, 001AX,2,"LIU, L            ",0,8,6,0,1,0,0,0,0,0,0,0,0
CHINESE, 001AX,4,"LIU, L            ",0,5,5,4,2,0,0,0,0,0,0,0,0
CHINESE, 001AY,1,"ZHANG, L          ",0,8,7,1,1,0,0,0,0,0,0,0,0
CHINESE, 001AY,2,"ZHANG, L          ",0,10,7,4,0,0,0,0,0,0,0,0,0
CHINESE, 001AY,3,"ZHANG, L          ",0,8,6,5,2,0,0,0,0,0,1,0,0
CHINESE, 007A,1,"VARSANO, P M      ",1,17,4,8,9,5,1,1,0,0,0,0,1
CHINESE, 010A,1,"CHU, C P          ",0,10,3,1,1,2,0,0,0,0,0,0,0
CHINESE, 010A,2,"CHU, C P          ",1,6,4,1,0,0,0,0,0,0,0,0,0
CHINESE, 010A,3,"CHU, C P          ",0,9,3,0,1,0,0,0,0,0,0,0,0
CHINESE, 010AX,2,"ZHANG, L          ",0,7,5,3,0,0,0,0,0,0,0,0,0
CHINESE, 010AX,3,"ZHANG, L          ",0,11,3,2,2,0,0,0,0,0,0,0,0
CHINESE, 010AX,5,"ZHANG, L          ",0,7,2,1,1,0,0,0,0,0,0,0,0
CHINESE, 010AX,6,"ZHANG, L          ",0,9,5,3,0,0,0,0,0,0,0,0,0
CHINESE, 100AX,1,"LI, I             ",0,9,8,1,1,0,0,0,0,0,0,0,0
CHINESE, 100AX,2,"LI, I             ",0,14,2,3,0,0,0,0,0,0,0,0,0
CHINESE, 100AX,3,"LI, I             ",0,9,3,3,2,0,0,0,0,0,0,0,0
CHINESE,101,1,"LI, I             ",0,8,7,2,1,1,0,0,0,0,0,0,0
CHINESE,101,2,"SHIAO, Y          ",0,6,7,4,0,0,0,0,0,0,0,0,0
CHINESE, 110A,1,"RUDOLPH, D M      ",0,6,3,5,8,9,2,1,0,0,0,0,0
CHINESE,111,1,"LI, I             ",0,10,5,2,0,1,0,0,0,0,0,0,0
CHINESE,158,1,"PO, L             ",0,4,8,5,2,1,1,0,1,0,0,0,2
CHINESE,189,1,"SCHAEFER, W       ",0,3,4,4,2,2,0,1,1,0,0,0,0
CHM ENG,140,1,"RADKE, C J        ",2,8,7,21,10,14,18,15,4,0,1,0,3
CHM ENG,141,1,"MABOUDIAN, R      ",2,3,13,17,34,8,4,5,4,5,2,0,3
CHM ENG, 150B,1,"BELL, A T         ",4,19,15,9,17,15,8,10,3,0,1,0,2
CHM ENG,154,1,"WANG, X           ",1,10,6,9,4,10,3,0,0,0,0,0,0
CHM ENG,157,1,"SCHAFFER, D       ",1,10,9,7,11,3,2,2,1,0,0,0,0
CHM ENG,160,1,"BLANCH, H W       ",1,20,4,4,1,0,0,0,0,0,0,0,0
CHM ENG,162,1,"BALSARA, N P      ",3,13,7,4,3,1,0,2,0,0,0,0,0
CHM ENG, 170A,1,"CLARK, D S        ",2,12,8,9,8,8,4,2,0,0,0,0,0
CHM ENG,C178,1,"SEGALMAN, R A     ",6,11,0,5,4,3,1,0,0,0,0,0,0
CIV ENG,11,1,"HARLEY, R A       ",1,10,8,11,9,9,3,2,1,0,0,0,0
CIV ENG,60,1,"MONTEIRO, P J     ",2,12,15,16,10,10,9,5,0,1,1,1,0
CIV ENG,70,1,"JOHNSON, K A      ",0,19,15,16,28,9,4,5,1,0,1,0,0
CIV ENG,93,1,"DER KIUREGHIAN, A ",1,5,7,8,4,5,7,3,3,0,0,0,0
CIV ENG,100,1,"VARIANO, E A      ",0,20,10,13,10,9,9,11,4,0,1,0,2
CIV ENG,111,1,"NAZAROFF, W W     ",3,8,13,12,14,11,2,7,3,0,0,0,2
CIV ENG,115,1,"SEDLAK, D L       ",2,10,6,12,8,4,5,2,0,0,1,0,1
CIV ENG,120,1,"PANAGIOTOU, M A   ",2,8,8,11,10,4,5,3,0,0,1,0,0
CIV ENG,122,1,"STOJADINOVIC, B   ",5,9,11,7,6,1,1,1,0,0,1,0,0
CIV ENG,124,1,"MAHIN, S A        ",1,18,6,5,6,5,2,3,0,0,0,0,1
CIV ENG,130,1,"ARMERO, F         ",3,15,5,16,19,8,13,6,3,3,3,1,3
CIV ENG,130,2,"BAYO, E           ",2,5,4,7,10,4,4,7,5,1,2,0,2
CIV ENG,131,1,"KOYAMA, T         ",1,6,7,9,5,0,0,0,0,0,0,0,2
CIV ENG,153,1,"RAKAS, J M        ",1,11,12,3,0,0,0,0,0,0,0,0,0
CIV ENG,166,1,"HORVATH, A        ",2,15,10,11,2,5,0,1,0,0,0,0,0
CIV ENG,167,1,"TOMMELEIN, I D    ",1,13,18,11,17,8,3,2,0,0,0,0,0
CIV ENG,171,1,"GLASER, S D       ",0,3,11,7,8,5,3,3,7,0,0,0,0
CIV ENG,173,1,"SITAR, N          ",0,7,11,18,6,2,1,0,0,0,0,0,1
CIV ENG,175,1,PESTANA-NASCIMENTO,7,9,21,6,5,2,1,0,0,0,3,0,0
CIV ENG,177,1,"SHORT, R D        ",2,12,11,10,3,0,0,0,0,0,0,0,0
CIV ENG,191,1,"SENGUPTA, R       ",1,4,2,6,3,1,5,3,1,0,0,0,1
CIV ENG,193,1,"CHOPRA, A K       ",0,6,3,3,3,6,0,1,1,0,0,0,0
CIV ENG,C030,1,"PAPADOPOULOS, P   ",0,2,1,1,1,1,2,2,2,2,0,0,0
CIV ENG,C106,1,"GOLDSTEIN, A H    ",0,4,0,5,2,0,0,1,0,0,0,0,0
CIV ENG,C154,1,"RUBIN, J          ",0,2,3,4,1,4,0,0,0,0,0,0,0
CIV ENG,C178,1,"RECTOR, J W       ",0,6,2,2,1,0,0,0,0,0,0,0,0
CLASSIC, 010A,1,"MASTRONARDE, D J  ",0,28,21,12,24,9,3,8,1,2,0,1,3
CLASSIC, 017A,1,"GREENEWALT, C H   ",0,2,11,4,1,2,0,0,0,0,0,0,0
CLASSIC,35,1,"GRIFFITH, M       ",2,10,17,6,2,1,0,1,0,0,0,0,0
CLASSIC, 039H,1,"SHELTON, K S      ",0,4,3,4,2,1,1,1,0,0,0,0,1
CLASSIC,121,1,"BULLOCH, A W      ",0,8,18,21,12,1,2,1,0,0,0,0,0
CLASSIC,130,1,"MURPHY, T M       ",0,18,3,1,2,0,1,0,1,0,0,0,0
CLASSIC,163,1,"LONG, A A         ",2,3,9,7,4,0,2,0,1,0,0,0,1
CLASSIC, 170D,1,"GREENEWALT, C H   ",0,3,9,4,1,3,0,1,1,0,0,0,2
CLASSIC, 175A,1,"PAPAZARKADAS, N   ",3,8,3,2,2,1,0,0,0,0,0,0,0
CNM,190,1,"RINEHART, R J     ",0,10,0,0,9,0,0,3,0,0,0,0,0
COG SCI,C001,1,"HUDIN, J I        ",3,23,26,18,10,5,0,0,0,0,0,0,0
COG SCI,C100,1,"PRINZMETAL, W     ",1,12,7,6,23,1,9,14,3,0,0,0,3
COG SCI,C104,1,"LAKOFF, G P       ",2,7,5,0,0,1,0,0,0,1,0,0,1
COG SCI,C126,1,"PALMER, S E       ",0,4,4,4,4,2,2,3,0,1,0,0,2
COG SCI,C127,1,"IVRY, R           ",0,5,7,5,8,4,7,6,2,0,1,0,1
COG SCI,C131,1,"GRIFFITHS, T      ",2,6,2,3,7,3,2,8,6,0,0,0,0
COLWRIT, 010A,1,"HILL, C           ",0,11,5,0,0,0,0,0,0,0,0,0,0
COLWRIT, 010A,3,"LEVINE, J         ",0,4,6,4,0,0,0,0,0,0,0,0,0
COLWRIT,110,1,"HAMMONS, P J      ",0,15,4,0,0,0,0,0,0,0,0,0,0
COLWRIT,151,1,"COLE, C           ",0,10,0,0,1,0,0,1,0,0,0,0,0
COLWRIT,R001A,5,"STEENLAND, P      ",0,0,1,1,3,3,1,1,2,0,0,0,0
COLWRIT,R001A,6,"LARKIN, M E       ",0,1,2,3,0,4,1,1,0,0,0,0,0
COLWRIT,R001A,7,"LANG, J C         ",0,1,2,3,3,1,1,1,1,0,0,0,0
COLWRIT,R001A,8,"LEVINE, J         ",0,1,0,2,8,1,1,0,0,0,0,0,0
